FID,OBJECTID,SHAPE,KATEGORIE_TXT,ADRESSE,FLAECHE,SPORTSTAETTEN_ART,WEBLINK1,KATEGORIE_NUM,SE_ANNO_CAD_DATA
SPORTSTAETTENOGD.16024,16024,POINT (16.414264172024545 48.211049685332995),Vereinssport outdoor,"2., Krieau",129702,Reitsportanlage (Traben),http://www.krieau.at,7,
SPORTSTAETTENOGD.16025,16025,POINT (16.38525761519971 48.22355811115753),Öffentlich indoor,"2., Lessinggasse 21",200,Fechtanlage,http://www.balmung.org/,2,
SPORTSTAETTENOGD.16026,16026,POINT (16.378141711711276 48.21420912772651),Öffentlich outdoor,"2., Lilienbrunngasse, Manes-Sperber-Park 6-12",560,polysportive Hartplätze,https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.16027,16027,POINT (16.405405224324372 48.21709349644685),Öffentlich outdoor,"2., Ausstellungsstraße, Wolfgang-Kössner-Park 44 hinter",135,polysportiver Rasenplatz,https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.16028,16028,POINT (16.400298172733304 48.22015684746912),Öffentlich outdoor,"2., Max-Winter-Platz 1 vor",945,polysportiver Hartplatz,https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.16029,16029,POINT (16.417224545223476 48.207532725670276),Vereinssport outdoor,"2., Meiereistraße 18",36970,"Leichtathletikanlage,<br />Tennisanlage (11 Plätze)",http://www.vienna-cricket.at/,7,
SPORTSTAETTENOGD.16030,16030,POINT (16.41629799383582 48.205294157264206),Vereinssport outdoor,"2., Meiereistraße 20",18400,"Kunstrasenfeld (Rugby), <br />4 Padelcourts, <br />3 Beachvolleyball/Beachtennis",http://cust44.vereinsmeier.com/de/vereinsservice/sportflaechen/unsere-sportanlagen/articlearchivshow-usz-prater,7,
SPORTSTAETTENOGD.16031,16031,POINT (16.419713167846982 48.20769066300306),Vereinssport outdoor,"2., Meiereistraße 7",286340,"Wiener Praterstadion - Ernst-Happel Stadion (8 Rasenplätze, 4 Kunstrasenplätze, Leichtathletikanlage)",http://www.wienersportstaetten.at,7,
SPORTSTAETTENOGD.16032,16032,POINT (16.384639060682524 48.21799886722788),Öffentlich outdoor,"2., Odeongasse, Odeonpark 7",265,polysportive Hartplätze,https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.16033,16033,POINT (16.395684482386912 48.21862077267734),Öffentlich outdoor,"2., Ausstellungsstraße, Venediger-Au-Park 4 ggü",815,polysportive Hartplätze,https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.16034,16034,POINT (16.38792792015665 48.22477048093507),Öffentlich outdoor,"2., Rueppgasse 33-35",255,polysportiver Hartplatz,https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.16035,16035,POINT (16.39896252578211 48.210492133586605),Vereinssport outdoor,"2., Rustenschacherallee 1",17225,Tennisanlage (9 Plätze),http://www.parkclub.at/,7,
SPORTSTAETTENOGD.16036,16036,POINT (16.39927120834458 48.210094670227186),Öffentlich indoor,"2., Rustenschacherallee 1",1300,Tennishalle (2 Plätze),http://www.parkclub.at/,2,
SPORTSTAETTENOGD.16037,16037,POINT (16.3989996994771 48.20964360320152),Vereinssport outdoor,"2., Rustenschacherallee 3-5",40000,"2 Kunstrasenplätze (Fußball),<br />Tennisanlage (11 Plätze),<br />Minigolfanlage",http://www.ksv-wien.at/,7,
SPORTSTAETTENOGD.16038,16038,POINT (16.399620312188965 48.20785514032625),Vereinssport outdoor,"2., Rustenschacherallee 7",4700,Tennisanlage (4 Plätze),http://www.sv-schwarz-blau.at/,7,
SPORTSTAETTENOGD.16039,16039,POINT (16.394104251912122 48.154381595297345),Öffentlich outdoor,"10., Holzknechtstraße 63-65",240,polysportiver Hartplatz,https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.16040,16040,POINT (16.392616622091534 48.14698713662422),Öffentlich indoor,"10., Jura-Soyfer-Gasse 3",3622,"Sporthalle (Basketball, Budosportarten, Hallenfußball, Handball, Volleyball, Geräteturnen)",https://www.wien.gv.at/freizeit/sportamt/sportstaetten/hallen/favoriten.html,2,
SPORTSTAETTENOGD.16041,16041,POINT (16.38208415708825 48.170962205052795),Vereinssport outdoor,"10., Kennergasse 3",17680,"Rasenplatz,<br />Kunstrasenplatz (Fußball)",http://www.favac.at/,7,
SPORTSTAETTENOGD.16042,16042,POINT (16.409499108503912 48.13300885566517),Vereinssport outdoor,"10., Klederingerstraße, Scheunenstraße 153",14810,Reitsportanlage (Gespannfahren),https://www.reitenwien.at/gespannfahrverein-unterlaa.html,7,
SPORTSTAETTENOGD.16043,16043,POINT (16.394878218801814 48.15868251857047),Öffentlich indoor,"10., Laaer-Berg-Straße 143",800,Sporthalle (Fußball),http://www.fk-austria.at,2,
SPORTSTAETTENOGD.16044,16044,POINT (16.394891670546336 48.15869150499309),Vereinssport outdoor,"10., Laaer Berg-Straße 143",33420,"2 Rasenplätze,<br />Kunstrasenplatz (Fußball) Soccerhalle",http://www.fk-austria.at,7,
SPORTSTAETTENOGD.16045,16045,POINT (16.398252648161765 48.146722163633704),Öffentlich outdoor,"10., Laaer-Berg-Straße, Kur- und Erholungspark Laaer Berg 211 hinter",3280,"polysportiver Hartplatz,<br />Skateranlage,<br />Tischtennis",https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.16046,16046,POINT (16.37180712485692 48.172254860272155),Öffentlich indoor,"10., Laxenburgerstraße 66",5200,Fitnesscenter ,https://www.mcfit.com/at/studios/studiosuche/studiodetails/studio/wien-favoriten-10-bezirk/,2,
SPORTSTAETTENOGD.16047,16047,POINT (16.38680313259802 48.1580193288386),Öffentlich outdoor,"10., Alaudagasse, Volkspark Laaerberg 42",3380,"polysportive Rasenplätze,<br />Tischtennis,<br />Skateranlage",https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.16048,16048,POINT (16.35381881646535 48.153282021419614),Öffentlich outdoor,"10., Baron-Karl-Gasse, Johann-Benda-Park 8/56 ggü",645,Beachvolleyballanlage,https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.16049,16049,POINT (16.392477102798352 48.13971673369752),Öffentlich outdoor,"10., Oberlaaer Straße, Hubert-Blamauer-Park 141 ggü",835,polysportive Hartplätze,https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.16050,16050,POINT (16.381668669140364 48.1537461515036),Öffentlich outdoor,"10., Pichelmayergasse, Parkanlage Favoritenstraße 8/39 ggü",28,Tischtennis,https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.16051,16051,POINT (16.386122201511782 48.17255152066508),Öffentlich outdoor,"10., Puchsbaumplatz, Puchsbaumpark 2 ggü",300,"polysportiver Hartplatz,<br />Tischtennis,<br />Fitnessgeräte",https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.16052,16052,POINT (16.375178638778173 48.17549314181635),Öffentlich outdoor,"10., Quellenstraße, Alois-Greb-Park",1360,polysportiver Rasenplatz,https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.16053,16053,POINT (16.39396531028154 48.171630528136085),Öffentlich outdoor,"10., Quellenstraße 11 neben",250,"polysportiver Hartplatz,<br />Tischtennis,<br />Fitnessgeräte",https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.16054,16054,POINT (16.365969717349994 48.16510569523339),Vereinssport outdoor,"10., Raxstraße 3",30861,"Rasenplatz,<br />Kunstrasenplatz (FußballI),<br />Leitathletikanlage",http://www.team-wienerlinien.at/,7,
SPORTSTAETTENOGD.16055,16055,POINT (16.36812259355139 48.16546412830628),Öffentlich outdoor,"10., Raxstraße, Parkanlage Rudolfshügelgasse 5 ggü",495,polysportiver Hartplatz,https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.16056,16056,POINT (16.378993359478354 48.17384349216769),Öffentlich outdoor,"10., Reumannplatz 23",50,polysportiver Hartplatz,https://www.wien.gv.at/umwelt/parks/index.html,3,
SPORTSTAETTENOGD.16057,16057,POINT (16.378240973665065 48.17931464962768),Öffentlich outdoor,"10., Humpoldtplatz, Humboldtpark 7 ggü",635,"polysportive Hartplätze,<br />Tischtennis",https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.16058,16058,POINT (16.35433420006054 48.17557873190506),Öffentlich outdoor,"10., Kundratstraße, Martin-Luther-King-Park 8 ggü",30,Tischtennis,https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.16059,16059,POINT (16.36836423630675 48.175188024498155),Öffentlich outdoor,"10., Van-der-Nüll-Gasse, Rotenhofgasse",30,Tischtennis,https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.16060,16060,POINT (16.35494089234085 48.168629529360686),Öffentlich indoor,"10., Windtenstraße 2",2000,Eissport,http://www.eisringsued.at,2,
SPORTSTAETTENOGD.16061,16061,POINT (16.35495433971218 48.16863852044185),Öffentlich outdoor,"10., Windtenstraße 2",27810,Eissportanlage,http://www.eisringsued.at,3,
SPORTSTAETTENOGD.16062,16062,POINT (16.40586201350863 48.18215135883077),Öffentlich outdoor,"11., Am Kanal, Parkanlage Ludwig-Kralik-Weg 73A vor",370,polysportiver Hartplatz,https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.16063,16063,POINT (16.42953021352818 48.169263215162246),Öffentlich outdoor,"11., Bleriotgasse",1150,"polysportive Hartplätze,<br />Tischtennis",https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.16064,16064,POINT (16.466281679455342 48.152044167554266),Öffentlich outdoor,"11., Csokorgasse 58-60 ggü",330,polysportiver Hartplatz,https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.16065,16065,POINT (16.425911551452653 48.167255829664164),Öffentlich outdoor,"11., Dürnbacherstraße 12 neben",270,"polysportiver Hartplatz,<br />Tischtennis",https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.16066,16066,POINT (16.41521653560621 48.17949975568828),Öffentlich outdoor,"11., Eisteichstraße 15 ggü",70,polysportiver Hartplatz,https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.16067,16067,POINT (16.43190139098062 48.167249556495214),Öffentlich indoor,"11., Florian-Hedorfer-Straße 24",3575,"Sporthalle (Basketball, Handball, Volleyball, Budosportarten)",https://www.wien.gv.at/freizeit/sportamt/sportstaetten/hallen/simmering.html,2,
SPORTSTAETTENOGD.16068,16068,POINT (16.415380982832325 48.18097732573894),Öffentlich outdoor,"11., Fuchsröhrenstraße, Parkanlage Lorenz-Reiter-Straße 31 neben",1095,"polysportiver Rasenplatz,<br />polysportiver Hartplatz,<br />Tischtennis",https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.16069,16069,POINT (16.432302359970677 48.17757314427221),Vereinssport outdoor,"11., Haidestraße 8A",24000,"Rasenplatz,<br />Kunstrasenplatz (Fußball),<br />",http://www.wfv.at,7,
SPORTSTAETTENOGD.16070,16070,POINT (16.42017841568391 48.16236430784808),Vereinssport outdoor,"11., Hasenleitengasse 49",40235,"Rasenplatz,<br />Kunstrasenplatz (Fußball),<br />Tennisanlage (3 Plätze)",http://www.ostbahn11.at/,7,
SPORTSTAETTENOGD.16071,16071,POINT (16.41788925486477 48.16858015428462),Öffentlich outdoor,"11., Haugerstraße 3 ggü",135,"polysportiver Hartplatz,<br />Fitnessgeräte",https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.16072,16072,POINT (16.409750926602324 48.172568764447334),Vereinssport outdoor,"11., Herderpark",7334,Rasenplatz,https://www.wien.gv.at/freizeit/sportamt/sportstaetten/anlagen/jugendsport/herderpark.html,7,
SPORTSTAETTENOGD.16073,16073,POINT (16.419009924007636 48.17758772285725),Öffentlich outdoor,"11., Mautner-Markhof-Gasse, Parkanlage Hutterergasse 10/27 neben",395,polysportive Hartplätze,https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.16074,16074,POINT (16.41110317460766 48.18147293604412),Öffentlich outdoor,"11., Pachmayergasse, Hyblerpark 7 ggü",1355,"polypsportive Hartplätze,<br />Beachvolleyballanlage,<br />Tischtennis",https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.16075,16075,POINT (16.440267077125778 48.163095656783746),Vereinssport outdoor,"11., Kaiserebersdorferstraße 126",9850,Tennisanlage (6 Plätze),https://www.oetv.at/bundesliga/vereine/verein/fed/N%C3%96TV/v/26592.html,7,
SPORTSTAETTENOGD.16076,16076,POINT (16.407100694530975 48.17310553108101),Vereinssport outdoor,"11., Leberstraße 82",13811,Tennisanlage (13 Plätze),https://www.eversports.at/s/tc-top-serve,7,
SPORTSTAETTENOGD.16077,16077,POINT (16.407459153885437 48.17253027915077),Vereinssport outdoor,"11., Leberstraße 84",14269,Rasenplatz,http://www.fc-mariahilf.at/,7,
SPORTSTAETTENOGD.16078,16078,POINT (16.411309911117804 48.173872769679775),Öffentlich outdoor,"11.,Lorystraße//Greifgasse, Herderpark",1490,"polysportive Hartplätze,<br />polysportiver Rasenplatz,<br />Tischtennis",https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.16079,16079,POINT (16.423423582351035 48.1775900319096),Öffentlich outdoor,"11., Mautner-Markhof-Gasse 25",1040,polysportiver Rasenplatz,https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.16080,16080,POINT (16.471056890944453 48.1563763133211),Öffentlich outdoor,"11., Muhrhoferweg 13 ggü",590,"polysportiver Rasenplatz,<br />polyportiver Hartplatz",https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.16081,16081,POINT (16.476123033589424 48.15930648610512),Vereinssport outdoor,"11., Münnichplatz 6",6240,polysportiver Rasenplatz,https://www.wien.gv.at/freizeit/sportamt/sportstaetten/spielplaetze.html,7,
SPORTSTAETTENOGD.16082,16082,POINT (16.42038561196522 48.1830763913452),Öffentlich indoor,"11., Otto-Herschmann-Gasse 6",500,"Bowlinghalle, Tennis",http://www.ksv-wiengas.at/,2,
SPORTSTAETTENOGD.16083,16083,POINT (16.420399074549465 48.18308537473781),Vereinssport outdoor,"11., Otto Herschmanngasse 6",11570,"Kunstrasenplatz,<br />Tennisanlage (6 Plätze)",http://www.ksv-wiengas.at/,7,
SPORTSTAETTENOGD.16084,16084,POINT (16.425809434474633 48.17307105454852),Vereinssport outdoor,"11., Ravelinstraße 8",25400,"2 Kunstrasenfelder (American Football),<br />Laufbahn",https://viennavikings.com/wordpress/,7,
SPORTSTAETTENOGD.16085,16085,POINT (16.426268180988163 48.17314480035203),Vereinssport outdoor,"11., Ravelinstraße 8a",2870,Modellsportanlage,http://www.smrc.at/,7,
SPORTSTAETTENOGD.16086,16086,POINT (16.461084866944713 48.15434295813102),Öffentlich outdoor,"11., Rosa-Jochmann-Ring, Parkanlage Am Leberberg 22 ggü",1080,"polysportiver Hartplatz,<br />Beachvolleyballanlage,<br />Skateranlage,<br />Tischtennis",https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.16087,16087,POINT (16.426750997530984 48.16543555929183),Vereinssport outdoor,"11., Simmeringer Hauptstraße 207-211",22844,"Rasenplatz,<br />Kunstrasenplatz (Fußball)",http://www.simmeringer-sc.at/,7,
SPORTSTAETTENOGD.16088,16088,POINT (16.440779460284386 48.15705655237451),Öffentlich outdoor,"11., Simmeringer Hauptstraße, Grünanlage Feuerhalle Simmering337 vor",1830,"polysportive Hartplätze,<br />Beachvolleyballanlage,<br />Skateranlage",https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.16089,16089,POINT (16.469688235378435 48.163844956852834),Vereinssport outdoor,"11., Zinnergasse/Klebindergasse",33494,"Rasenplatz,<br />Kunstrasenplatz (Fußball),<br />polysportiver Rasenplatz, Socceranlage inkl. Traglufthalle",http://www.sk-karabakh.at/,7,
SPORTSTAETTENOGD.16090,16090,POINT (16.47676970478726 48.157841971438884),Vereinssport outdoor,"11., Zwicklgasse 16 ggü",10900,Bogenschießanlage,http://www.bcunionwien.com/,7,
SPORTSTAETTENOGD.16091,16091,POINT (16.326986918152272 48.16086769761094),Öffentlich outdoor,"12., Am Schöpfwerk 29 hint.12",430,polysportiver Rasenplatz,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.16092,16092,POINT (16.32393928070766 48.16110016115024),Öffentlich outdoor,"12., An den Eisteichen 11",1340,"polysportive Hartplätze,<br />Skateranlage",https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.16093,16093,POINT (16.338195876968207 48.178474458075215),Öffentlich outdoor,"12., Aßmayergasse, Wilhelmsdorfer Park 59",450,polyportive Hartplätze,https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.16094,16094,POINT (16.32882002819088 48.173039340527225),Öffentlich outdoor,"12., Breitenfurter Straße, Theodor-Körner-Park 9 ggü",110,polypsportiver Hartplatz,https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.16095,16095,POINT (16.34698050037128 48.182573364050384),Öffentlich outdoor,"12., Gaudenzdorfer Gürtel 1-11 ggü",1344,polypsportiver Hartplatz,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.16096,16096,POINT (16.346886463496393 48.18175228816883),Öffentlich outdoor,"12., Flurschützstraße, Haydnpark 1B ggü",1015,"polysportive Hartplätze,<br />Skateranlage,<br />Fitnessgeräte",https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.16097,16097,POINT (16.345779980614374 48.18247596254183),Vereinssport outdoor,"12., Haydnpark",7564,polysportiver Rasenplatz,https://www.wien.gv.at/freizeit/sportamt/sportstaetten/anlagen/jugendsport/haydnpark.html,7,
SPORTSTAETTENOGD.16098,16098,POINT (16.30406233454341 48.1662071307766),Öffentlich indoor,"12., Hervicusgasse 13-15",450,"Sporthallen (Kunstrasenfußball, Fitness, Gymnastik)",http://www.sportunion-wien.at/de/menu_main/sportstaetten/marketshow-usz-hetzendorf,2,
SPORTSTAETTENOGD.16099,16099,POINT (16.304075772385563 48.166216127811225),Vereinssport outdoor,"12., Hervicusgasse 13-15",13454,"Kunstrasenplatz (Fußball),<br />Tennisanlage (5 Plätze),<br />Laufbahn,<br />polysportiver Hartplatz",http://www.sportunion-wien.at/de/menu_main/sportstaetten/marketshow-usz-hetzendorf,7,
SPORTSTAETTENOGD.16100,16100,POINT (16.312795849455096 48.167143727957665),Öffentlich outdoor,"12., Hetzendorfer Straße 66",405,polysportiver Hartplatz,https://www.wien.gv.at/freizeit/sportamt/sportstaetten/spielplaetze/,3,
SPORTSTAETTENOGD.16101,16101,POINT (16.31625550500146 48.173610006674124),Öffentlich outdoor,"12., Hohenfelsplatz",800,polysportiver Hartplatz,https://www.wien.gv.at/freizeit/sportamt/sportstaetten/spielplaetze/,3,
SPORTSTAETTENOGD.16102,16102,POINT (16.32802513591171 48.170544372243555),Vereinssport outdoor,"12., Johann-Hoffmann-Platz",14362,"polysportiver Rasenplatz,<br />Laufbahn",http://www.wien.gv.at/freizeit/sportamt/sportstaetten/anlagen/jugendsport/hoffmann-platz.html,7,
SPORTSTAETTENOGD.16103,16103,POINT (16.303704644483982 48.161664969413735),Öffentlich outdoor,"12., Hervicusgasse 25 ggü",1240,"polysportiver Hartplatz,<br />Skateranlage",https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.16104,16104,POINT (16.303704644483982 48.161664969413735),Öffentlich outdoor,"12., Jägerhausgasse, Franz-Hübel-Park",225,"polysportiver Rasenplatz,<br />Fitnessgeräte",https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.16105,16105,POINT (16.31408685516043 48.171203190325336),Vereinssport outdoor,"12., Laskegasse 1",2770,Tennisanlage (3 Plätze),https://tennis.wien/liga/vereine/verein/v/10073.html,7,
SPORTSTAETTENOGD.16106,16106,POINT (16.31410028934971 48.17121216099814),Öffentlich indoor,"12., Laskegasse 1",1800,Tennishalle (3 Plätze),http://www.better-tennis.at/,2,
SPORTSTAETTENOGD.16107,16107,POINT (16.33323899096024 48.18167109591199),Öffentlich outdoor,"12., Niederhofstraße, Hermann-Leopoldi-Park",775,polysportive Hartplätze,https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.16108,16108,POINT (16.324787812213597 48.167509315442196),Vereinssport outdoor,"12., Oswaldgasse 34",11335,"Kunstrasenplatz (Fußball),<br />Kunstrasenmehrzweckplatz",http://www.wiener-viktoria.at/,7,
SPORTSTAETTENOGD.16109,16109,POINT (16.3220751150787 48.16114860199011),Vereinssport outdoor,"12., Sagedergasse 10-12",4695,Tennisanlage (6 Plätze),http://www.altmannsdorfer-tc.at,7,
SPORTSTAETTENOGD.16110,16110,POINT (16.32163509282587 48.17186044976995),Öffentlich outdoor,"12., Schwenkgasse 49 neben",1700,"polysportive Hartplätze,<br />Fitnessgeräte",https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.16111,16111,POINT (16.339481157685125 48.18129804306424),Öffentlich outdoor,"12., Längenfeldgasse, Steinbauerpark 22 ggü",2055,"polysportive Hartplätze,<br />Tischtennis",https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.16112,16112,POINT (16.31805913605262 48.17953965710527),Öffentlich outdoor,"12., Tivoligasse, Marillenalm 73 neben",385,polysportiver Rasenplatz,https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.16113,16113,POINT (16.327422249861712 48.18025292451084),Öffentlich outdoor,"12., Tivoligasse, Christine-Busta-Park 12",430,polysportive Hartplätze,https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
SPORTSTAETTENOGD.16114,16114,POINT (16.335416717688684 48.17880110979133),Öffentlich outdoor,"12., Vierthalergasse 5",270,"polysportiver Hartplatz,<br />Tischtennis",https://www.wien.gv.at/umwelt/parks/anlagen/index.html,3,
